area_type,availability,location,total_sqft,bath,balcony,price,BHK,price_per_sqft,SqftClean,price_per_sqft_new,Availability_Year,Availability_Month,IsOutlier
Built-up  Area,Ready To Move,8Th Phase Jp Nagar,1900.0,4.0,1.0,90.0,3,4736.8421052631575,1900.0,4736.8421052631575,9999,99,0
Super built-up  Area,18-Jul,8Th Phase Jp Nagar,500.0,1.0,1.0,30.0,1,6000.0,500.0,6000.0,2018,7,0
Super built-up  Area,18-Jun,8Th Phase Jp Nagar,1125.0,2.0,2.0,36.94,2,3283.555555555556,1125.0,3283.5555555555557,2018,6,0
Super built-up  Area,Ready To Move,8Th Phase Jp Nagar,1100.0,2.0,3.0,35.0,2,3181.818181818182,1100.0,3181.818181818182,9999,99,0
Super built-up  Area,Ready To Move,8Th Phase Jp Nagar,1089.0,2.0,1.0,43.55,2,3999.0817263544536,1089.0,3999.0817263544536,9999,99,0
Super built-up  Area,Ready To Move,8Th Phase Jp Nagar,1504.0,2.0,2.0,83.0,3,5518.617021276596,1504.0,5518.617021276596,9999,99,0
Built-up  Area,Ready To Move,8Th Phase Jp Nagar,2600.0,4.0,2.0,115.0,4,4423.076923076923,2600.0,4423.076923076923,9999,99,0
Super built-up  Area,Ready To Move,8Th Phase Jp Nagar,1089.0,2.0,1.0,43.55,2,3999.0817263544536,1089.0,3999.0817263544536,9999,99,0
Super built-up  Area,Ready To Move,8Th Phase Jp Nagar,1513.0,2.0,3.0,62.0,2,4097.818902842036,1513.0,4097.818902842036,9999,99,0
Built-up  Area,Ready To Move,8Th Phase Jp Nagar,1298.0,2.0,1.0,59.0,2,4545.454545454545,1298.0,4545.454545454545,9999,99,0
Built-up  Area,Ready To Move,8Th Phase Jp Nagar,1006.0,2.0,0.0,44.0,2,4373.75745526839,1006.0,4373.75745526839,9999,99,0
Carpet  Area,18-Jul,8Th Phase Jp Nagar,500.0,1.0,1.0,33.0,1,6600.0,500.0,6600.0,2018,7,0
Super built-up  Area,Ready To Move,8Th Phase Jp Nagar,1160.0,2.0,1.0,95.0,2,8189.6551724137935,1160.0,8189.6551724137935,9999,99,0
Super built-up  Area,18-Mar,8Th Phase Jp Nagar,1245.0,2.0,1.0,59.0,2,4738.955823293173,1245.0,4738.955823293173,2018,3,0
Super built-up  Area,Ready To Move,8Th Phase Jp Nagar,1510.0,2.0,3.0,80.0,2,5298.013245033113,1510.0,5298.013245033113,9999,99,0
Super built-up  Area,Ready To Move,8Th Phase Jp Nagar,3300.0,3.0,2.0,165.0,3,5000.0,3300.0,5000.0,9999,99,0
Built-up  Area,Ready To Move,8Th Phase Jp Nagar,1730.0,5.0,2.0,75.0,5,4335.260115606937,1730.0,4335.260115606937,9999,99,0
Super built-up  Area,18-Jun,8Th Phase Jp Nagar,1046.0,2.0,1.0,48.0,2,4588.910133843212,1046.0,4588.910133843212,2018,6,0
Super built-up  Area,19-Mar,8Th Phase Jp Nagar,1408.0,3.0,2.0,80.0,3,5681.818181818182,1408.0,5681.818181818182,2019,3,0
Super built-up  Area,Ready To Move,9Th Phase Jp Nagar,1005.0,2.0,1.0,50.0,2,4975.124378109453,1005.0,4975.124378109453,9999,99,0
Super built-up  Area,21-Sep,9Th Phase Jp Nagar,1100.0,2.0,1.0,65.0,2,5909.090909090909,1100.0,5909.090909090909,2021,9,0
Super built-up  Area,18-Jun,9Th Phase Jp Nagar,1080.0,2.0,2.0,37.0,2,3425.925925925926,1080.0,3425.925925925926,2018,6,0
Built-up  Area,Ready To Move,9Th Phase Jp Nagar,1035.0,2.0,1.0,45.0,2,4347.826086956522,1035.0,4347.826086956522,9999,99,0
Built-up  Area,Ready To Move,9Th Phase Jp Nagar,5000.0,4.0,3.0,290.0,4,5800.0,5000.0,5800.0,9999,99,0
Built-up  Area,Ready To Move,9Th Phase Jp Nagar,1164.0,2.0,1.0,56.0,2,4810.996563573884,1164.0,4810.996563573884,9999,99,0
Super built-up  Area,Ready To Move,9Th Phase Jp Nagar,1005.0,2.0,1.0,42.0,2,4179.104477611941,1005.0,4179.104477611941,9999,99,0
Super built-up  Area,19-Dec,9Th Phase Jp Nagar,1127.0,2.0,1.0,50.0,2,4436.557231588287,1127.0,4436.557231588287,2019,12,0
Super built-up  Area,Ready To Move,9Th Phase Jp Nagar,1005.0,2.0,1.0,43.0,2,4278.606965174129,1005.0,4278.606965174129,9999,99,0
Built-up  Area,Ready To Move,9Th Phase Jp Nagar,835.0,2.0,0.0,37.0,2,4431.137724550898,835.0,4431.137724550898,9999,99,0
Super built-up  Area,18-Jul,9Th Phase Jp Nagar,1050.0,2.0,2.0,39.0,2,3714.285714285714,1050.0,3714.285714285714,2018,7,0
Super built-up  Area,Ready To Move,9Th Phase Jp Nagar,660.0,2.0,0.0,27.0,2,4090.909090909091,660.0,4090.909090909091,9999,99,0
Built-up  Area,Ready To Move,9Th Phase Jp Nagar,600.0,1.0,0.0,20.0,1,3333.333333333333,600.0,3333.3333333333335,9999,99,0
Super built-up  Area,18-Mar,9Th Phase Jp Nagar,1466.0,2.0,2.0,71.0,2,4843.110504774898,1466.0,4843.110504774898,2018,3,0
Built-up  Area,Ready To Move,9Th Phase Jp Nagar,1890.0,2.0,0.0,93.0,3,4920.6349206349205,1890.0,4920.6349206349205,9999,99,0
Super built-up  Area,21-Sep,9Th Phase Jp Nagar,1079.0,2.0,1.0,60.0,2,5560.704355885079,1079.0,5560.704355885079,2021,9,0
Super built-up  Area,21-Sep,9Th Phase Jp Nagar,1480.0,2.0,1.0,80.0,2,5405.405405405405,1480.0,5405.405405405405,2021,9,0
Plot  Area,Ready To Move,9Th Phase Jp Nagar,1200.0,2.0,0.0,80.0,2,6666.666666666667,1200.0,6666.666666666667,9999,99,0
Super built-up  Area,Ready To Move,9Th Phase Jp Nagar,905.0,2.0,1.0,32.0,2,3535.9116022099447,905.0,3535.9116022099447,9999,99,0
Super built-up  Area,21-Sep,9Th Phase Jp Nagar,1073.0,2.0,1.0,52.36,2,4879.77632805219,1073.0,4879.77632805219,2021,9,0
Super built-up  Area,Ready To Move,9Th Phase Jp Nagar,1719.3,2.0,2.0,88.0,3,5118.362124120282,1719.3,5118.362124120282,9999,99,0
Super built-up  Area,18-Mar,9Th Phase Jp Nagar,1780.0,3.0,2.0,88.0,3,4943.820224719101,1780.0,4943.820224719101,2018,3,0
Super built-up  Area,21-Sep,9Th Phase Jp Nagar,1522.0,3.0,2.0,90.0,3,5913.272010512484,1522.0,5913.272010512484,2021,9,0
Built-up  Area,Ready To Move,9Th Phase Jp Nagar,890.0,2.0,2.0,45.0,2,5056.179775280899,890.0,5056.179775280899,9999,99,0
Built-up  Area,Ready To Move,9Th Phase Jp Nagar,5000.0,4.0,0.0,300.0,4,6000.0,5000.0,6000.0,9999,99,0
Super built-up  Area,18-Mar,9Th Phase Jp Nagar,1050.0,2.0,2.0,35.0,2,3333.333333333333,1050.0,3333.3333333333335,2018,3,0
Super built-up  Area,Ready To Move,9Th Phase Jp Nagar,1331.95,2.0,2.0,69.0,2,5180.374638687638,1331.95,5180.374638687638,9999,99,0
Super built-up  Area,Ready To Move,Aecs Layout,1100.0,2.0,3.0,45.0,2,4090.909090909091,1100.0,4090.909090909091,9999,99,0
Super built-up  Area,Ready To Move,Aecs Layout,1028.0,2.0,1.0,42.0,2,4085.603112840467,1028.0,4085.603112840467,9999,99,0
Super built-up  Area,Ready To Move,Aecs Layout,1199.0,2.0,2.0,65.0,2,5421.184320266889,1199.0,5421.184320266889,9999,99,0
Super built-up  Area,Ready To Move,Aecs Layout,1080.0,2.0,2.0,55.0,2,5092.592592592592,1080.0,5092.592592592592,9999,99,0
Super built-up  Area,Ready To Move,Aecs Layout,1123.0,2.0,2.0,64.0,2,5699.020480854853,1123.0,5699.020480854853,9999,99,0
Super built-up  Area,Ready To Move,Aecs Layout,1308.0,2.0,1.0,60.0,2,4587.155963302752,1308.0,4587.155963302752,9999,99,0
Super built-up  Area,Ready To Move,Aecs Layout,1005.0,2.0,1.0,55.0,2,5472.636815920398,1005.0,5472.636815920398,9999,99,0
Super built-up  Area,Ready To Move,Abbigere,985.0,2.0,1.0,40.39,2,4100.507614213198,985.0,4100.507614213198,9999,99,0
Built-up  Area,Ready To Move,Abbigere,2200.0,6.0,2.0,68.0,6,3090.909090909091,2200.0,3090.909090909091,9999,99,0
Super built-up  Area,Ready To Move,Abbigere,765.0,2.0,2.0,30.0,1,3921.56862745098,765.0,3921.5686274509803,9999,99,0
Super built-up  Area,21-Dec,Abbigere,880.0,2.0,1.0,35.0,2,3977.272727272728,880.0,3977.2727272727275,2021,12,0
Super built-up  Area,Ready To Move,Abbigere,795.0,2.0,1.0,32.54,2,4093.0817610062895,795.0,4093.0817610062895,9999,99,0
Super built-up  Area,Ready To Move,Abbigere,1005.0,2.0,1.0,39.59,2,3939.303482587065,1005.0,3939.303482587065,9999,99,0
Super built-up  Area,18-Jun,Abbigere,734.0,1.0,0.0,19.82,1,2700.272479564033,734.0,2700.272479564033,2018,6,0
Super built-up  Area,Ready To Move,Abbigere,1020.0,2.0,1.0,41.82,2,4100.0,1020.0,4100.0,9999,99,0
Super built-up  Area,Ready To Move,Abbigere,985.0,2.0,1.0,40.39,2,4100.507614213198,985.0,4100.507614213198,9999,99,0
Built-up  Area,Ready To Move,Abbigere,2500.0,6.0,0.0,81.0,6,3240.0,2500.0,3240.0,9999,99,0
Super built-up  Area,Ready To Move,Abbigere,795.0,2.0,1.0,32.54,2,4093.0817610062895,795.0,4093.0817610062895,9999,99,0
Super built-up  Area,Ready To Move,Abbigere,1130.0,2.0,1.0,46.33,2,4100.0,1130.0,4100.0,9999,99,0
Super built-up  Area,Ready To Move,Abbigere,795.0,1.0,1.0,32.6,2,4100.62893081761,795.0,4100.62893081761,9999,99,0
Built-up  Area,Ready To Move,Abbigere,3000.0,8.0,0.0,150.0,8,5000.0,3000.0,5000.0,9999,99,0
Super built-up  Area,Ready To Move,Abbigere,985.0,2.0,1.0,38.92,2,3951.269035532995,985.0,3951.269035532995,9999,99,0
Super built-up  Area,Ready To Move,Abbigere,1000.0,2.0,1.0,41.0,2,4100.0,1000.0,4100.0,9999,99,0
Super built-up  Area,Ready To Move,Abbigere,995.0,2.0,1.0,40.8,2,4100.5025125628135,995.0,4100.5025125628135,9999,99,0
Super built-up  Area,Ready To Move,Abbigere,1020.0,2.0,1.0,40.8,2,4000.0,1020.0,3999.9999999999995,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1388.0,2.0,3.0,57.0,2,4106.628242074928,1388.0,4106.628242074928,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1070.0,2.0,1.0,54.0,2,5046.728971962617,1070.0,5046.728971962617,9999,99,0
Built-up  Area,Ready To Move,Akshaya Nagar,1280.0,2.0,0.0,58.0,2,4531.25,1280.0,4531.25,9999,99,0
Built-up  Area,Ready To Move,Akshaya Nagar,1662.0,3.0,3.0,85.1,3,5120.336943441636,1662.0,5120.336943441636,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1897.0,3.0,2.0,120.0,3,6325.77754348972,1897.0,6325.77754348972,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1410.0,2.0,2.0,75.0,3,5319.148936170212,1410.0,5319.148936170212,9999,99,0
Super built-up  Area,18-Mar,Akshaya Nagar,1360.0,2.0,2.0,85.0,3,6250.0,1360.0,6250.0,2018,3,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1410.0,2.0,2.0,80.0,3,5673.758865248227,1410.0,5673.758865248227,9999,99,0
Built-up  Area,Ready To Move,Akshaya Nagar,1662.0,3.0,2.0,85.0,3,5114.320096269555,1662.0,5114.320096269555,9999,99,0
Built-up  Area,Ready To Move,Akshaya Nagar,1662.0,3.0,2.0,85.5,3,5144.404332129964,1662.0,5144.404332129964,9999,99,0
Built-up  Area,Ready To Move,Akshaya Nagar,1280.0,2.0,1.0,60.0,2,4687.5,1280.0,4687.5,9999,99,0
Built-up  Area,Ready To Move,Akshaya Nagar,1666.0,3.0,0.0,95.0,3,5702.280912364946,1666.0,5702.280912364946,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1575.0,3.0,0.0,90.0,3,5714.285714285715,1575.0,5714.285714285715,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1430.0,2.0,2.0,75.0,3,5244.755244755244,1430.0,5244.755244755244,9999,99,0
Built-up  Area,Ready To Move,Akshaya Nagar,1419.0,2.0,3.0,73.0,3,5144.46793516561,1419.0,5144.46793516561,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1280.0,2.0,1.0,60.0,2,4687.5,1280.0,4687.5,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1200.0,2.0,1.0,50.0,2,4166.666666666667,1200.0,4166.666666666667,9999,99,0
Super built-up  Area,18-May,Akshaya Nagar,1092.0,2.0,1.0,60.0,2,5494.505494505494,1092.0,5494.505494505494,2018,5,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1690.0,3.0,2.0,85.0,3,5029.585798816568,1690.0,5029.585798816568,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1897.0,4.0,2.0,93.0,3,4902.477596204533,1897.0,4902.477596204533,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1884.0,3.0,3.0,98.0,3,5201.698513800425,1884.0,5201.698513800425,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1314.0,2.0,2.0,68.8,2,5235.920852359209,1314.0,5235.920852359209,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1690.0,3.0,2.0,85.0,3,5029.585798816568,1690.0,5029.585798816568,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1265.0,2.0,3.0,67.0,2,5296.442687747036,1265.0,5296.442687747036,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1126.0,2.0,1.0,55.0,2,4884.547069271758,1126.0,4884.547069271758,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1662.0,3.0,0.0,90.0,3,5415.162454873646,1662.0,5415.162454873646,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1420.0,2.0,2.0,75.0,3,5281.69014084507,1420.0,5281.69014084507,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1412.0,2.0,3.0,88.0,3,6232.294617563739,1412.0,6232.294617563739,9999,99,0
Built-up  Area,Ready To Move,Akshaya Nagar,1434.0,3.0,3.0,84.0,3,5857.740585774059,1434.0,5857.740585774059,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1890.0,4.0,2.0,100.0,3,5291.005291005291,1890.0,5291.005291005291,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1419.0,2.0,3.0,87.0,3,6131.07822410148,1419.0,6131.0782241014795,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1300.0,2.0,1.0,54.0,2,4153.846153846154,1300.0,4153.846153846154,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1690.0,3.0,2.0,85.0,3,5029.585798816568,1690.0,5029.585798816568,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1113.0,2.0,1.0,52.0,2,4672.057502246182,1113.0,4672.057502246182,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1820.0,4.0,2.0,95.0,3,5219.780219780219,1820.0,5219.780219780219,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1100.0,2.0,2.0,48.0,2,4363.636363636364,1100.0,4363.636363636364,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1896.0,3.0,2.0,102.0,3,5379.7468354430375,1896.0,5379.7468354430375,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1300.0,2.0,2.0,66.0,2,5076.923076923077,1300.0,5076.923076923077,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1225.0,2.0,0.0,68.0,2,5551.0204081632655,1225.0,5551.0204081632655,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1179.0,2.0,1.0,51.0,2,4325.699745547074,1179.0,4325.699745547074,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1421.0,2.0,2.0,73.0,3,5137.227304714989,1421.0,5137.227304714989,9999,99,0
Super built-up  Area,Ready To Move,Akshaya Nagar,1893.0,4.0,2.0,95.0,3,5018.489170628632,1893.0,5018.489170628632,9999,99,0
Built-up  Area,Ready To Move,Akshaya Nagar,900.0,2.0,1.0,45.0,2,5000.0,900.0,5000.0,9999,99,0
Super built-up  Area,Ready To Move,Ambalipura,1105.0,2.0,1.0,75.0,2,6787.330316742082,1105.0,6787.330316742082,9999,99,0
Super built-up  Area,Ready To Move,Ambalipura,1800.0,3.0,3.0,110.0,3,6111.111111111111,1800.0,6111.111111111111,9999,99,0
Built-up  Area,Ready To Move,Ambalipura,1150.0,2.0,2.0,80.0,2,6956.521739130435,1150.0,6956.521739130435,9999,99,0
Super built-up  Area,Ready To Move,Ambalipura,1250.0,2.0,2.0,66.25,2,5300.0,1250.0,5300.0,9999,99,0
Super built-up  Area,Ready To Move,Ambalipura,1332.0,2.0,1.0,79.0,2,5930.930930930931,1332.0,5930.930930930931,9999,99,0
Super built-up  Area,Ready To Move,Ambalipura,1730.0,3.0,1.0,120.0,3,6936.416184971098,1730.0,6936.416184971098,9999,99,0
Super built-up  Area,Ready To Move,Ambalipura,1230.0,2.0,2.0,66.25,2,5386.178861788618,1230.0,5386.178861788618,9999,99,0
Super built-up  Area,Ready To Move,Ambalipura,1351.0,2.0,1.0,77.0,2,5699.481865284974,1351.0,5699.481865284974,9999,99,0
Super built-up  Area,Ready To Move,Ambalipura,1303.0,2.0,2.0,80.0,2,6139.677666922486,1303.0,6139.677666922486,9999,99,0
Super built-up  Area,Ready To Move,Ambalipura,1607.0,2.0,2.0,112.0,3,6969.508400746733,1607.0,6969.508400746733,9999,99,0
Super built-up  Area,Ready To Move,Ambalipura,770.0,1.0,2.0,43.82,1,5690.909090909091,770.0,5690.909090909091,9999,99,0
Super built-up  Area,Ready To Move,Ambalipura,1700.0,2.0,2.0,76.0,2,4470.588235294118,1700.0,4470.588235294118,9999,99,0
Super built-up  Area,Ready To Move,Ambalipura,1060.0,2.0,1.0,58.5,2,5518.867924528302,1060.0,5518.867924528302,9999,99,0
Built-up  Area,Ready To Move,Ambalipura,1650.0,3.0,3.0,100.0,3,6060.606060606061,1650.0,6060.606060606061,9999,99,0
Super built-up  Area,Ready To Move,Ambalipura,1607.0,2.0,2.0,112.0,3,6969.508400746733,1607.0,6969.508400746733,9999,99,0
Super built-up  Area,Ready To Move,Ambalipura,1198.0,2.0,2.0,80.0,2,6677.79632721202,1198.0,6677.79632721202,9999,99,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1935.0,4.0,2.0,130.0,3,6718.346253229975,1935.0,6718.3462532299745,9999,99,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1424.0,2.0,2.0,90.0,2,6320.224719101124,1424.0,6320.224719101124,9999,99,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,2225.0,4.0,2.0,169.0,3,7595.505617977528,2225.0,7595.505617977528,9999,99,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1862.0,3.0,2.0,120.0,3,6444.68313641246,1862.0,6444.68313641246,9999,99,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1850.0,4.0,3.0,139.0,3,7513.513513513513,1850.0,7513.513513513513,9999,99,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1936.0,4.0,2.0,126.0,3,6508.264462809917,1936.0,6508.264462809917,9999,99,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1862.0,3.0,2.0,119.0,3,6390.977443609023,1862.0,6390.977443609023,9999,99,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1424.0,2.0,2.0,90.0,2,6320.224719101124,1424.0,6320.224719101124,9999,99,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,2150.0,4.0,2.0,125.0,3,5813.953488372093,2150.0,5813.953488372093,9999,99,0
Built-up  Area,Ready To Move,Ambedkar Nagar,3530.0,4.0,2.0,290.0,4,8215.297450424929,3530.0,8215.297450424929,9999,99,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1856.0,3.0,1.0,120.0,3,6465.517241379311,1856.0,6465.517241379311,9999,99,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1852.0,3.0,2.0,130.0,3,7019.438444924406,1852.0,7019.438444924406,9999,99,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1850.0,4.0,2.0,120.0,3,6486.486486486487,1850.0,6486.486486486487,9999,99,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1367.0,2.0,2.0,86.0,2,6291.148500365764,1367.0,6291.148500365764,9999,99,0
Plot  Area,18-Dec,Ambedkar Nagar,3565.0,4.0,3.0,255.0,4,7152.875175315568,3565.0,7152.875175315568,2018,12,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1409.0,2.0,2.0,95.0,2,6742.370475514549,1409.0,6742.370475514549,9999,99,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1950.0,4.0,2.0,120.0,3,6153.846153846154,1950.0,6153.846153846154,9999,99,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1921.0,4.0,3.0,129.0,3,6715.252472670484,1921.0,6715.252472670484,9999,99,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1920.0,4.0,2.0,121.0,3,6302.083333333333,1920.0,6302.083333333333,9999,99,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1935.0,4.0,2.0,125.0,3,6459.948320413437,1935.0,6459.948320413437,9999,99,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1852.0,4.0,2.0,122.0,3,6587.473002159827,1852.0,6587.473002159827,9999,99,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1950.0,4.0,2.0,120.0,3,6153.846153846154,1950.0,6153.846153846154,9999,99,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1852.0,3.0,2.0,125.0,3,6749.460043196545,1852.0,6749.460043196545,9999,99,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1850.0,4.0,2.0,121.0,3,6540.540540540541,1850.0,6540.540540540541,9999,99,0
Super built-up  Area,Ready To Move,Ambedkar Nagar,1425.0,2.0,1.0,94.0,2,6596.491228070176,1425.0,6596.491228070176,9999,99,0
Built-up  Area,Ready To Move,Ambedkar Nagar,2395.0,4.0,2.0,150.0,3,6263.048016701461,2395.0,6263.048016701461,9999,99,0
Super built-up  Area,Ready To Move,Amruthahalli,900.0,2.0,1.0,40.0,2,4444.444444444444,900.0,4444.444444444444,9999,99,0
Super built-up  Area,Ready To Move,Amruthahalli,1200.0,2.0,2.0,55.0,2,4583.333333333333,1200.0,4583.333333333333,9999,99,0
Built-up  Area,Ready To Move,Amruthahalli,1900.0,3.0,1.0,135.0,3,7105.263157894737,1900.0,7105.263157894737,9999,99,0
Built-up  Area,Ready To Move,Amruthahalli,924.0,2.0,1.0,45.0,2,4870.12987012987,924.0,4870.12987012987,9999,99,0
Carpet  Area,Ready To Move,Amruthahalli,900.0,2.0,1.0,60.0,2,6666.666666666667,900.0,6666.666666666667,9999,99,0
Built-up  Area,Ready To Move,Amruthahalli,1100.0,2.0,1.0,45.0,2,4090.909090909091,1100.0,4090.909090909091,9999,99,0
Super built-up  Area,Ready To Move,Amruthahalli,1200.0,2.0,1.0,55.0,2,4583.333333333333,1200.0,4583.333333333333,9999,99,0
Super built-up  Area,Ready To Move,Amruthahalli,1450.0,2.0,1.0,85.0,3,5862.068965517241,1450.0,5862.068965517241,9999,99,0
Super built-up  Area,Ready To Move,Amruthahalli,1200.0,2.0,2.0,55.0,2,4583.333333333333,1200.0,4583.333333333333,9999,99,0
Super built-up  Area,Ready To Move,Amruthahalli,1250.0,2.0,2.0,79.0,2,6320.0,1250.0,6320.0,9999,99,0
Super built-up  Area,Ready To Move,Amruthahalli,1190.0,2.0,2.0,50.0,2,4201.680672268908,1190.0,4201.680672268908,9999,99,0
Super built-up  Area,Ready To Move,Amruthahalli,1202.0,2.0,1.0,65.0,2,5407.65391014975,1202.0,5407.65391014975,9999,99,0
Super built-up  Area,Ready To Move,Amruthahalli,1340.0,2.0,1.0,75.0,2,5597.014925373134,1340.0,5597.014925373134,9999,99,0
Super built-up  Area,Ready To Move,Amruthahalli,2650.0,4.0,0.0,175.0,3,6603.773584905661,2650.0,6603.773584905661,9999,99,0
Built-up  Area,Ready To Move,Amruthahalli,1450.0,2.0,1.0,90.0,3,6206.896551724138,1450.0,6206.896551724138,9999,99,0
Super built-up  Area,Ready To Move,Amruthahalli,1025.0,2.0,1.0,42.0,2,4097.5609756097565,1025.0,4097.5609756097565,9999,99,0
Built-up  Area,Ready To Move,Amruthahalli,485.0,1.0,1.0,19.5,1,4020.618556701031,485.0,4020.618556701031,9999,99,0
Super built-up  Area,17-Jul,Anandapura,1167.0,2.0,1.0,43.76,2,3749.785775492716,1167.0,3749.7857754927163,2017,7,0
Plot  Area,17-Dec,Anandapura,1000.0,2.0,1.0,55.0,2,5500.0,1000.0,5500.0,2017,12,0
Super built-up  Area,17-Jul,Anandapura,1141.0,2.0,1.0,42.79,2,3750.219106047327,1141.0,3750.219106047327,2017,7,0
Plot  Area,Ready To Move,Anandapura,1200.0,2.0,1.0,67.0,2,5583.333333333333,1200.0,5583.333333333333,9999,99,0
Plot  Area,Ready To Move,Anandapura,1200.0,2.0,1.0,58.0,2,4833.333333333333,1200.0,4833.333333333333,9999,99,0
Super built-up  Area,Ready To Move,Anandapura,1151.0,2.0,1.0,43.1,2,3744.569939183319,1151.0,3744.5699391833186,9999,99,0
Super built-up  Area,Ready To Move,Anandapura,1141.0,2.0,1.0,42.75,2,3746.713409290097,1141.0,3746.7134092900965,9999,99,0
Plot  Area,Ready To Move,Anandapura,900.0,2.0,0.0,48.0,2,5333.333333333333,900.0,5333.333333333333,9999,99,0
Plot  Area,Ready To Move,Anandapura,1749.0,4.0,0.0,90.0,4,5145.797598627787,1749.0,5145.797598627787,9999,99,0
